CODIGO;DESCRIPCION;FAMILIA;CANTIDAD;DEMANDA_APLICABLE;S_MIN;COMPRA_MIN;LOTE;PEDIR
100003;POWER COMPRIMIDOS 2.5KG HASTA 5KG;MEDICAMENTOS FARMACIA;6.0;8.29;5.0;1;1;0
100004;POWER COMPRIMIDOS 5KG HASTA 10KG;MEDICAMENTOS FARMACIA;7.0;26.25;15.0;1;1;8
100005;POWER COMPRIMIDOS 10KG HASTA 20KG;MEDICAMENTOS FARMACIA;10.0;4.39;3.0;1;1;0
100006;POWER COMPRIMIDOS 20KG HASTA 30 KG;MEDICAMENTOS FARMACIA;5.0;6.67;4.0;1;1;0
100007;POWER COMPRIMODOS 30KG HASTA 40KG;MEDICAMENTOS FARMACIA;4.0;1.5;1.0;1;1;0
10001;MOISES PIEL T1 BACHICHAS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100018;TRIXIE COLLAR GATO TERCIOPELO/REFLECTANTE;ACCESORIOS;1.0;0.0;0.0;2;2;0
100031;COCOONING CAMA RECTANGULAR M AZUL 64X53;ACCESORIOS;1.0;0.0;0.0;1;1;0
100033;CARDIOZEPRIL 5 MG X BLISTER;MEDICAMENTOS FARMACIA;4.0;6.34;4.0;1;1;0
100036;MISTER HUESO CUCHA NORDICA;ACCESORIOS;0.0;0.0;0.0;1;1;0
10005;COLCHON ECONOMICO 70X90 BACHICHAS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100056;RDB JUGUETE PLATO;ACCESORIOS;1.0;0.0;0.0;1;1;0
10006;OTROS ACCESORIOS;ACCESORIOS;0.0;3.75;3.0;1;1;3
100061;RDB RASCADOR DE ALGODON 50 CM.;ACCESORIOS;2.0;0.0;0.0;1;1;0
100064;CARDIOZEPRIL 20 MG X BLISTER;MEDICAMENTOS FARMACIA;0.0;0.0;0.0;2;2;0
100066;PORTA HUESO PLASTICO DURA BONE S;ACCESORIOS;2.0;0.0;0.0;1;1;0
10007;PER-ROS BUZO;ACCESORIOS;0.0;0.0;0.0;1;1;0
10008;NACIONAL ENTERITO CAMUFLADO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100082;X 1.6 ANIMAL PET COMEDERO DOBLE MELAMINA C/BOWL ACERO INOX S-M;ACCESORIOS;1.0;0.0;0.0;1;1;0
100086;OHM X 21 COMPRIMIDOS;MEDICAMENTOS FARMACIA;3.0;17.57;10.0;1;1;7
100105;CAT CHOW POUCH 85G;BALANCEADOS;186.0;142.34;81.0;30;15;0
100106;RDB MANTA GEL FRIO REDONDA 60 CM.;ACCESORIOS;1.0;0.0;0.0;1;1;0
100110;PIEDRAS SANITARIAS TIDY CATS 2 KG;ACCESORIOS;0.0;0.0;0.0;1;1;0
100111;NACIONAL MORDILLO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100112;RDB CHIFLE GALLINA CHICO;ACCESORIOS;2.0;0.0;0.0;1;1;0
100114;RDB CHIFLE;ACCESORIOS;1.0;0.0;0.0;1;1;0
100115;PER-ROS BOLSO TOUCHDOG L;ACCESORIOS;0.0;0.0;0.0;1;1;0
100117;BOLSO ESPACIAL TRICOLOR 46X26X22 PER-ROS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100120;MR HUESO COLLAR AHORQUE METAL;ACCESORIOS;1.0;0.0;0.0;1;1;0
100136;PER-ROS MOCHILA TIPO MORRAL;ACCESORIOS;0.0;0.0;0.0;1;1;0
100140;CATIT PLAY CIRCUIT 2.0;ACCESORIOS;3.0;0.0;0.0;1;1;0
10015;RDB BANDEJA SANITARIA ALTA CON PALA 42x30x18 cm.;ACCESORIOS;0.0;0.0;0.0;2;2;0
100158;POLAR LISO 40;ACCESORIOS;0.0;0.0;0.0;1;1;0
10016;CORREA FLEXI DESIGN M CORDON 5M Hasta 20 Kg;ACCESORIOS;0.0;0.0;0.0;1;1;0
100160;POLAR LISO 50;ACCESORIOS;0.0;0.0;0.0;1;1;0
10017;DIMBO ROPA FANTASIA T 8;ACCESORIOS;0.0;0.0;0.0;1;1;0
100173;COCOONING CAMA OVAL S AZUL 43X41;ACCESORIOS;0.0;0.0;0.0;1;1;0
100174;X 1.6 COCOONING COMEDERO OBLIK SUPREME SMOKY QUARTZ 405 ML;ACCESORIOS;1.0;0.0;0.0;1;1;0
10018;DIMBO ROPA FANTASIA T 5;ACCESORIOS;0.0;0.0;0.0;1;1;0
100180;NACIONAL COLCHONETA ANTIDESGARRO Nº3;ACCESORIOS;0.0;1.92;2.0;2;1;2
10019;DIMBO POLAR LISO T10;ACCESORIOS;0.0;0.0;0.0;1;1;0
100198;PER-ROS BOZAL REJILLA PLASTICO Nº3;ACCESORIOS;3.0;0.0;0.0;1;1;0
100202;COMEDERO ANTIDESLIZANTE;ACCESORIOS;2.0;0.91;1.0;4;2;0
100206;BIG CHEW KNOT POLLO XL;ACCESORIOS;0.0;0.0;0.0;1;1;0
100207;DURA CHEW ORIGINAL L;ACCESORIOS;0.0;0.0;0.0;1;1;0
100208;DURA CHEW WISHBONE ORIGINAL S;ACCESORIOS;0.0;0.0;0.0;1;1;0
100209;NYLA BAGUETTE POLLO GIGANTE;ACCESORIOS;0.0;0.0;0.0;1;1;0
10021;ROPA FANTASIA SOFT TALLE 12;ACCESORIOS;0.0;0.0;0.0;1;1;0
100210;DURA CHEW X-BONE CARNE L;ACCESORIOS;1.0;0.0;0.0;1;1;0
100217;COMEDERO BEBEDERO AUTOMATICO BAUPARK;ACCESORIOS;1.0;0.0;0.0;1;1;0
100224;PER-ROS MUSCULOSA T3-T5;ACCESORIOS;0.0;0.0;0.0;4;4;0
100228;TRAIN-E PAÑO DE ENTRENAMIENTO 50 UNI. 45x60 cm.;ACCESORIOS;1.0;0.0;0.0;2;2;0
10023;DIMBO ROPA POLAR FANTASIA SOFT TALLE 7;ACCESORIOS;0.0;0.0;0.0;1;1;0
100233;ARNES REFORZADO C/MANIJA MEDIANO PER-ROS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100236;RAMA NATURAL ANTIASTILLA ANTI PLACA BACTERIANA;ACCESORIOS;1.0;0.0;0.0;1;1;0
100237;PER-ROS ARNES REFORZADO C/MANIJA G;ACCESORIOS;0.0;0.0;0.0;1;1;0
10024;DIMBO ROPA POLAR FANTASIA TALLE 6;ACCESORIOS;0.0;0.0;0.0;1;1;0
100242;FURMINATOR CEPILLO PARA PERRO PELO LARGO S;ACCESORIOS;1.0;0.0;0.0;1;1;0
10025;DIMBO ROPA POLAR FANTASIA TALLE 3;ACCESORIOS;0.0;0.0;0.0;1;1;0
100250;FAJA POST OPERATORIO CON APOSITO L;ACCESORIOS;0.0;0.0;0.0;1;1;0
100257;CATIT PELOTA ROMBO;ACCESORIOS;1.0;0.0;0.0;2;2;0
10026;DIMBO ROPA POLAR FANTASIA SOFT TALLE 4;ACCESORIOS;0.0;0.0;0.0;1;1;0
100260;CEPILLO P/PERRO PELO LARGO XL FURMINATOR;ACCESORIOS;0.0;0.0;0.0;1;1;0
100268;NACIONAL POLAR SOFT T 8;ACCESORIOS;3.0;0.0;0.0;1;1;0
100269;CAMITA RECTANGULAR HIDROFUGA KING;ACCESORIOS;0.0;0.0;0.0;1;1;0
10027;RDB RASCADOR PARIS;ACCESORIOS;0.0;2.0;2.0;1;1;2
100278;VITALCAN BALANCED CERDO Y ARROZ 15 Kg;BALANCEADOS;0.0;0.0;0.0;1;1;0
100279;VITALCAN BALANCED CERDO Y ARROZ 3 Kg;BALANCEADOS;7.0;0.35;1.0;1;1;0
10028;MILLEX CAMITA HIDROFUGA KING 9203E;ACCESORIOS;0.0;0.0;0.0;1;1;0
100280;PER-ROS ARNES CHALECO Nº5;ACCESORIOS;1.0;0.0;0.0;1;1;0
100281;PER-ROS ARNES CHALECO Nº3;ACCESORIOS;0.0;0.0;0.0;1;1;0
100282;PER-ROS ARNES PIE DE POULE XL;ACCESORIOS;0.0;0.0;0.0;1;1;0
100285;PER-ROS ARNES CHALECO Nº 6;ACCESORIOS;2.0;0.0;0.0;1;1;0
100286;ARNES TIPO CHALECO JEAN XL PERROS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100293;PER-ROS ARNES ESCOCES S;ACCESORIOS;2.0;0.0;0.0;2;2;0
100299;CANGURO PLUSH LOVE TALLE XL PER-ROS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100300;CANGURO PLUSH LOVE TALLE XXL PER-ROS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100319;PIEDRAS SANITARIAS ECOLIGHT X 3.6KG;ACCESORIOS;15.0;10.09;6.0;6;6;0
10032;SENIOR JACK CHALECO ELASTIZADO ESTAMPADO L;ACCESORIOS;0.0;0.0;0.0;1;1;0
100321;VITALCAT NUTRIQUE BABY & KITTEN 2 Kg;BALANCEADOS;0.0;0.0;0.0;1;1;0
100322;VITALCAT NUTRIQUE YOUNG ADULT HEALTHY MAINT 2 Kg;BALANCEADOS;6.0;2.63;2.0;1;1;0
100323;VITALCAN NUTRIQUE MINI YOUNG ADULT 3 Kg;BALANCEADOS;5.0;7.25;5.0;1;1;0
10033;RASCADOR DE CARTON RODAJA ARBOL;ACCESORIOS;0.0;0.17;1.0;1;1;1
100332;PIMOCARD 1.25 BLISTER;MEDICAMENTOS FARMACIA;13.0;22.25;13.0;2;2;0
10034;X 1.6 ANIMAL PET COMEDERO DOBLE SILICONA C/ BOWL ACERO INOX S;ACCESORIOS;0.0;0.0;0.0;2;2;0
100340;M PETS BLOOM BALL;ACCESORIOS;0.0;0.0;0.0;1;1;0
10035;MAMADERA CON 3 TETINAS Y CEPILLO;ACCESORIOS;0.0;0.0;0.0;1;1;0
10036;RDB CARDINA CEPILLO CHICO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100360;DISPENSER TREAT;ACCESORIOS;0.0;0.0;0.0;1;1;0
100365;TRIXIE CORREA PREMIUM DOBLE XS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100366;ANIMAL PET CORREA BRILLANTE S;ACCESORIOS;0.0;0.0;0.0;1;1;0
100368;CORREA ANAROK M 8714;ACCESORIOS;0.0;0.0;0.0;1;1;0
100377;RDB COMEDERO COME LENTO 20 CM.;ACCESORIOS;3.0;0.0;0.0;2;2;0
100378;ANIMAL PET CORREA RUNNING ELASTIICA L;ACCESORIOS;0.0;0.0;0.0;1;1;0
100382;K9 FITNESS PELOTA CON SOGA TRENZADA S;ACCESORIOS;1.0;0.0;0.0;1;1;0
100383;K9 FITNESS PELOTA TWIST;ACCESORIOS;1.0;0.0;0.0;2;2;0
100384;K9 FITNESS BALL DOUBLE TUG;ACCESORIOS;1.0;0.0;0.0;1;1;0
100385;NACIONAL PRETAL K9 XL;ACCESORIOS;0.0;0.0;0.0;1;1;0
100386;NACIONAL PRETAL K9 L;ACCESORIOS;0.0;0.0;0.0;1;1;0
100397;VITALCAN NUTRIQUE MEDIUM YOUNG ADULT 12 Kg;BALANCEADOS;3.0;1.75;1.0;1;1;0
100398;BUZO GAP TALLE TXM/5;ACCESORIOS;0.0;0.0;0.0;1;1;0
1004;COLLAR DE NYLON 30MMX70CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
10041;GOLOSINA DINGO MEGA SMALL 1 UNIDAD;ACCESORIOS;0.0;0.0;0.0;1;1;0
100413;CORREA RETRACTIL MEDIUM 5M 20 KG;ACCESORIOS;0.0;0.0;0.0;1;1;0
10042;GOLOSINA DONA 4/5;ACCESORIOS;0.0;0.0;0.0;1;1;0
100423;AZUL DE METILENO 15CC BONACQUA;ACCESORIOS;0.0;0.0;0.0;1;1;0
100427;VITALCAT NUTRIQUE YOUNG ADULT HEALTHY WEIGHT 2 Kg;BALANCEADOS;11.0;0.42;1.0;2;2;0
100428;T 4 TRITON 0.8 X BLISTER;MEDICAMENTOS FARMACIA;23.0;8.58;5.0;10;10;0
100430;PREDNISOLONA GOTAS X 15 CC;MEDICAMENTOS FARMACIA;9.0;17.17;10.0;1;1;1
100437;PRO PLAN DOG GASTROENTERICO 2 KG;BALANCEADOS;4.0;0.45;1.0;4;4;0
10045;LOCIONES SURTIDAS OSSPRET;ACCESORIOS;0.0;0.0;0.0;1;1;0
10047;CARDINA MANGO MADERA N3;ACCESORIOS;0.0;0.0;0.0;2;2;0
100473;PER-ROS BOZAL REJILLA PLASTICO N1;ACCESORIOS;0.0;0.0;0.0;1;1;0
100475;PER-ROS BOZAL REJILLA PLASTICO Nº4;ACCESORIOS;0.0;0.25;1.0;1;1;1
100481;VITALCAN NUTRIQUE MINI PUPPY 3 Kg;BALANCEADOS;0.0;0.0;0.0;1;1;0
100490;OLD PRINCE ADULT CAT CORDERO 3KG;BALANCEADOS;0.0;0.17;1.0;1;1;1
100492;CAJA TRANSPORTADORA GULLIVER 3;ACCESORIOS;0.0;0.0;0.0;1;1;0
100493;CAJA TRANSPORTADORA SKUDO N1;ACCESORIOS;1.0;0.0;0.0;1;1;0
10050;PALITO PARA GATO;ACCESORIOS;0.0;1.23;1.0;3;1;3
100500;COLOTRIN HA CAT X80GR PASTA;MEDICAMENTOS FARMACIA;2.0;0.0;0.0;1;1;0
10051;RAST CAZUELA 3;ACCESORIOS;0.0;0.0;0.0;1;1;0
100513;CANCAT RASCADOR CON PELOTA;ACCESORIOS;0.0;0.0;0.0;1;1;0
10052;NACIONAL COMEDERO CAZUELA M;ACCESORIOS;0.0;0.0;0.0;1;1;0
100522;RAST DISPENSER DE COMIDA;ACCESORIOS;0.0;0.0;0.0;1;1;0
100524;PRODERMA POMO X 15 GR;MEDICAMENTOS FARMACIA;1.0;1.73;1.0;1;1;0
100525;PRODERMA OTICO X 30ML;MEDICAMENTOS FARMACIA;1.0;1.29;1.0;1;1;0
100526;MODEL VARITA DE GATO;ACCESORIOS;0.0;0.0;0.0;1;1;0
10053;RDB COLLAR GATO ELASTIZADO;ACCESORIOS;0.0;5.0;3.0;3;3;3
100538;PETS PLAST COMEDERO TOLVA 3.5L;ACCESORIOS;0.0;0.0;0.0;2;2;0
100539;NACIONAL COMEDERO AUTOMATICO DIGITAL A PILAS 3 KG;ACCESORIOS;1.0;0.0;0.0;1;1;0
100543;CONJUNTO CINTA TRENZADA EST/PRETAL 10MM;ACCESORIOS;0.0;0.0;0.0;1;1;0
100544;RDB CORREA BORDADA N 4;ACCESORIOS;1.0;0.0;0.0;2;2;0
100547;COLLAR SURTIDO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100549;JUEGO COLLAR 15MM Y CORREA FANTASIA;ACCESORIOS;0.0;0.0;0.0;1;1;0
100551;PIEDRAS SANITARIAS SILICA CANCAT 2 KG;ACCESORIOS;0.0;0.0;0.0;1;1;0
100552;NACIONAL ARNES AGILA FLUO 4;ACCESORIOS;2.0;0.0;0.0;1;1;0
100554;CANCAT PELUCHE FURBY-KOALA;ACCESORIOS;1.0;0.0;0.0;2;2;0
100555;MOISES CARS GRANDE FERNANDO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100557;MODEL RASCADOR CON PATAS MESA N2;ACCESORIOS;1.0;0.92;1.0;5;5;0
100558;RASCADOR PARA COLGAR N4 ZOOTEC;ACCESORIOS;0.0;0.0;0.0;1;1;0
10056;NACIONAL COLLAR AHORQUE 35 mm x 80 cm;ACCESORIOS;0.0;0.0;0.0;1;1;0
100564;RDB COMEDERO DOBLE GATITO;ACCESORIOS;5.0;1.0;1.0;2;1;0
100569;PETS PLAST COMEDERO MINI;ACCESORIOS;0.0;0.5;1.0;8;8;8
10057;RAST COLLAR C/PAÑUELO CHICO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100570;MODEL PELOTA PARA PERRO M;ACCESORIOS;7.0;16.86;10.0;6;1;6
100571;BESTIA PELUDA ANIMALES 40- 50 CM.;ACCESORIOS;1.0;1.26;1.0;1;1;0
100573;CORREA PREMIUM XS-S;ACCESORIOS;3.0;0.0;0.0;4;4;0
100575;BROADLINE 0.6 A 2.5KG;MEDICAMENTOS FARMACIA;0.0;0.58;1.0;1;1;1
100577;RDB MOISES CUADRADO Nº1;ACCESORIOS;6.0;2.25;2.0;1;1;0
100578;GOLOSINA MONDONGO X 50 GR;ACCESORIOS;0.0;0.0;0.0;1;1;0
10058;COLLAR C/ PAÑUELO MEDIANO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100581;RDB PALITA SANITARIA ECONOMICA;ACCESORIOS;0.0;0.06;1.0;8;2;8
100582;GLOTONI RELLENABLE L;ACCESORIOS;0.0;0.0;0.0;1;1;0
100584;X 1.6 ANIMAL PET COMEDERO BEBEDERO CUADRADO DE MELAMINA CON BOWL ACERO INOX VERDE M;ACCESORIOS;0.0;0.0;0.0;1;1;0
100586;BROADLINE 2.6 A 7.5KG;MEDICAMENTOS FARMACIA;0.0;0.0;0.0;1;1;0
10059;COLLAR C/ PAÑUELO EXTRA GRANDE;ACCESORIOS;0.0;0.0;0.0;1;1;0
100600;PAÑAL PAÑOPET GRANDE X 3;ACCESORIOS;0.0;0.0;0.0;1;1;0
100603;NACIONAL SOGA CON MORDILLO;ACCESORIOS;1.0;0.0;0.0;1;1;0
100605;PER-ROS CARDINA MADERA ACERO INOX XL;ACCESORIOS;0.0;0.0;0.0;1;1;0
100612;RASCADOR JIRAFA 105 cm;ACCESORIOS;0.0;0.0;0.0;1;1;0
100614;BEEPAW MOCHILA TRANSPORTADORA;ACCESORIOS;1.0;0.0;0.0;1;1;0
100616;PIMOCARD 5 MG BLISTER;MEDICAMENTOS FARMACIA;5.0;5.3;4.0;2;2;0
10062;PER-ROS COLLAR DE AHORQUE 4 MM X 75 CM;ACCESORIOS;2.0;0.0;0.0;1;1;0
100627;COLCHON CIRCULAR 56CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
100634;RDB CEPILLO DE DIENTES SILICONA;ACCESORIOS;3.0;0.0;0.0;1;1;0
100638;ANIMAL PET COLLAR REFLECTIVO L;ACCESORIOS;0.0;0.0;0.0;1;1;0
10064;RAST ALICATE MINI + LIMA;ACCESORIOS;0.0;0.0;0.0;1;1;0
100641;NACIONAL COLLAR REFLECTIVO;ACCESORIOS;1.0;0.0;0.0;2;2;0
100646;RDB CHIFLE HAMBURGUESA;ACCESORIOS;2.0;0.0;0.0;1;1;0
100647;PER-ROS ARNES TIPO CHALECO REFLEX S;ACCESORIOS;3.0;0.33;1.0;1;1;0
100649;PER-ROS ARNES TIPO CHALECO REFLEX M;ACCESORIOS;2.0;0.59;1.0;1;1;0
100650;RDB CUBO PARA GATOS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100651;NACIONAL COLCHONETA ANTI DESGARRO Nº 4;ACCESORIOS;0.0;0.75;1.0;2;1;2
100652;COLLAR REGULABLE 25 FERNANDO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100653;RDB COLCHONETA LONA Nº3;ACCESORIOS;2.0;0.0;0.0;1;1;0
100656;ESPUMA SECA PAULDIP X 250 ML;ACCESORIOS;0.0;0.0;0.0;1;1;0
100658;MANOPLA C/RESORTE FINA;ACCESORIOS;0.0;0.0;0.0;1;1;0
100659;RAST MANOPLA CON RESORTE GRUESO;ACCESORIOS;1.0;0.0;0.0;1;1;0
10066;PIEDRAS SANITARIAS SANI CAT 4 KG;ACCESORIOS;23.0;30.33;18.0;5;5;0
10067;PIEDRAS SANITARIAS AGLUTINANTES STONECAT 4 KG;ACCESORIOS;0.0;0.0;0.0;1;1;0
100671;MILLEX CAMITA HIDROFUGA KING 9207;ACCESORIOS;0.0;0.0;0.0;1;1;0
100676;RDB DORMILON LONA CHICO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100677;CAMA ACRILICA COLGANTE;ACCESORIOS;0.0;0.0;0.0;1;1;0
10068;GOLOSINA PEDIGREE DENTASTIX RAZA PEQ X 3;ACCESORIOS;12.0;8.75;5.0;40;20;0
100682;PER-ROS MUEBLE GIRASOL 40X44;ACCESORIOS;0.0;0.0;0.0;1;1;0
100686;ARNES TIPO CHALECO T 1 BACHICHAS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100689;BACHICHAS ARNES TIPO CHALECO T 4;ACCESORIOS;0.0;0.0;0.0;1;1;0
10069;ROYAL C POUCH MINI ADULT;BALANCEADOS;71.0;67.92;39.0;12;12;0
100692;RAST CARDINA CEPILLO DE MANO;ACCESORIOS;2.0;0.0;0.0;3;3;0
100695;PER-ROS CEPILLO QUITAPELO PREMIUM PEINE MEDIANO;ACCESORIOS;1.0;0.0;0.0;1;1;0
100697;MANOPLA SACA PELOS;ACCESORIOS;1.0;0.0;0.0;3;3;0
10070;PYO DERM PLUS X 1000;MEDICAMENTOS FARMACIA;24.0;0.0;0.0;1;1;0
100705;PER-ROS COMEDERO COMELENTO DOBLE C/BEBEDERO;ACCESORIOS;3.0;0.0;0.0;1;1;0
100708;APOQUEL 3.6 X BLISTER;MEDICAMENTOS FARMACIA;19.0;6.92;4.0;1;1;0
10071;ROYAL POUCH MEDIUM/MAXI ADULT;BALANCEADOS;19.0;0.0;0.0;10;2;0
100711;BEEPAW MANTA REFRIGERANTE M;ACCESORIOS;0.0;0.0;0.0;1;1;0
100712;COCOONING BOLSO COLLAPSIBLE TRAVELING SHOULDER;ACCESORIOS;1.0;0.0;0.0;1;1;0
100716;DOG CORREA ACOLCHADA L;ACCESORIOS;2.0;0.0;0.0;1;1;0
100717;DOG CORREA ACOLCHADA S;ACCESORIOS;1.0;0.0;0.0;1;1;0
100718;RDB CORREA BORDADA N 2;ACCESORIOS;9.0;2.11;2.0;4;2;0
100719;RAST CEPILLO QUITA PELUSA/PELO GIRATORIO;ACCESORIOS;1.0;0.0;0.0;2;2;0
10072;NACIONAL MANTA FANTASIA;ACCESORIOS;0.0;0.0;0.0;4;4;0
100726;ROYAL C MEDIUM DERMACONFORT 3 KG;BALANCEADOS;0.0;0.58;1.0;1;1;1
100727;SIMPARICA DE 40 A 60 KG;MEDICAMENTOS FARMACIA;1.0;0.0;0.0;1;1;0
100728;SIMPARICA DE 1,3 A 2,5 KG;MEDICAMENTOS FARMACIA;1.0;1.67;1.0;1;1;0
100729;SIMPARICA DE 5 A 10KG;MEDICAMENTOS FARMACIA;4.0;10.67;7.0;1;1;3
10073;ANIMAL PET HUESO LIMPIADOR;ACCESORIOS;0.0;0.0;0.0;1;1;0
100730;SIMPARICA DE 10 A 20KG;MEDICAMENTOS FARMACIA;7.0;10.78;7.0;1;1;0
10074;COLOTRIN HA DOG X 200 PASTA;MEDICAMENTOS FARMACIA;2.0;0.8;1.0;1;1;0
100742;MODEL RASCADOR MINI TABLA;ACCESORIOS;0.0;2.3;2.0;1;1;2
100743;RASCAT RASCADOR RECTANGULO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100749;PHI PHI RASCADORA GATOS;ACCESORIOS;0.0;0.0;0.0;2;2;0
10075;MOXIDEX PLUS X COMPRIMIDO;MEDICAMENTOS FARMACIA;0.0;0.0;0.0;6;3;0
100750;NACIONAL FANTASIA 7;ACCESORIOS;1.0;0.0;0.0;3;3;0
100751;NACIONAL FANTASIA 6;ACCESORIOS;0.0;0.58;1.0;3;3;3
100752;NACIONAL FANTASIA 9;ACCESORIOS;1.0;0.0;0.0;3;3;0
100753;NACIONAL FANTASIA 8;ACCESORIOS;0.0;0.25;1.0;3;3;3
100758;BANDEJA SANITARIA CON BORDE;ACCESORIOS;0.0;0.42;1.0;2;1;2
100759;COCOONING CAMA REDONDA S AZUL;ACCESORIOS;1.0;0.0;0.0;1;1;0
10076;PAÑO PET COMPACT MAX 5 UNIDADES;ACCESORIOS;0.0;0.0;0.0;1;1;0
100764;DESES PLAST BATEA RECTANGULAR MEDIANA;ACCESORIOS;0.0;0.0;0.0;1;1;0
100765;MANTA PARA LAMER TODOS LOS TAMAÑOS;ACCESORIOS;5.0;0.0;0.0;1;1;0
100767;BATEA RECTANGULAR GRANDE;ACCESORIOS;0.0;0.0;0.0;1;1;0
100770;TONICO TOTAL CATS X 80GR;MEDICAMENTOS FARMACIA;0.0;3.0;2.0;1;1;2
100771;TONICO TOTAL DOGS X 80 GR;MEDICAMENTOS FARMACIA;1.0;2.25;2.0;1;1;1
100772;HAGEN CORTA UÑAS PERROS;ACCESORIOS;0.0;0.0;0.0;1;1;0
100774;CAMA PATAGONIA 95X70;ACCESORIOS;0.0;0.0;0.0;1;1;0
100775;COLCHON FLOPPY MEDIANO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100778;HUELLA CAMA PATAGONIA;ACCESORIOS;0.0;0.0;0.0;1;1;0
10078;TEA COLLAR PERRO CHICO Y MEDIANO;MEDICAMENTOS FARMACIA;0.0;0.0;0.0;1;1;0
100786;COLCHON FLOPPY CHICO;ACCESORIOS;1.0;0.0;0.0;1;1;0
100788;SAN REMO PALA PARA CAJA DE ARENA;ACCESORIOS;0.0;0.0;0.0;1;1;0
10079;RDB COMEDERO DOBLE ACERO BASE PLASTICA;ACCESORIOS;0.0;0.0;0.0;1;1;0
100790;ANGEL SKIN CAMPERA;ACCESORIOS;0.0;0.0;0.0;1;1;0
100796;SIEGER OSTEOARTICULAR 1.5 KG;BALANCEADOS;0.0;1.14;1.0;1;1;1
10080;ANIMAL PET COMEDERO ACRILICO Y METAL CON BOWL;ACCESORIOS;0.0;0.0;0.0;1;1;0
100809;CORREA CADENA M/SOFT 3.5MMX120 CM;ACCESORIOS;0.0;0.0;0.0;1;1;0
100811;NACIONAL COLCHONETA Nº1;ACCESORIOS;1.0;0.5;1.0;2;1;0
100812;ROPA SURTIDA M/L/XL PETWORLD;ACCESORIOS;0.0;0.0;0.0;1;1;0
100813;RAST SET CORTAUÑAS Y LIMA MEDIANO;ACCESORIOS;0.0;0.0;0.0;1;1;0
100814;RDB ALICATE CORTAUÑA;ACCESORIOS;2.0;0.25;1.0;1;1;0
10082;CATIT PEZ ELECTRONICO AZUL;ACCESORIOS;0.0;0.0;0.0;1;1;0
10083;COLLAR BORDADO 2.5 cm.;ACCESORIOS;39.0;0.0;0.0;3;3;0
10084;BESTIA PELUDA RASCADOR VALENTINO;ACCESORIOS;0.0;0.0;0.0;1;1;0
10086;BESTIA PELUDA RASCADOR EMILIA;ACCESORIOS;0.0;0.0;0.0;1;1;0
10100;STITCH PLAST BOWL;ACCESORIOS;0.0;0.0;0.0;1;1;0
10102;BUZO VISTE A TU BESTIA TALLE 7;ACCESORIOS;0.0;0.0;0.0;1;1;0
10104;BUZO VISTE A TU BESTIA TALLE 5;ACCESORIOS;0.0;0.0;0.0;1;1;0
10105;BUZO VISTE A TU BESTIA TALLE 4;ACCESORIOS;0.0;0.0;0.0;1;1;0
10108;HOLLIDAY SENSIBILIDAD DIETARIA DOG X 2 KG;BALANCEADOS;0.0;0.0;0.0;2;2;0
10112;ROYAL C FELINE AGEING 2 Kg;BALANCEADOS;6.0;0.62;1.0;1;1;0
10113;ROU PRETAL GATO CON CORREA IMPORTADO;ACCESORIOS;0.0;0.0;0.0;1;1;0
10116;FANCY FEAST POUCH 85G;BALANCEADOS;54.0;5.79;4.0;15;15;0
10117;PRO PLAN CAT GASTROENTERICO X1.5 KG;BALANCEADOS;1.0;0.58;1.0;1;1;0
10118;PRO PLAN DOG NEFROLOGICO X2 KG;BALANCEADOS;3.0;0.17;1.0;1;1;0
10119;PRO PLAN DOG OBESIDAD 2 KG;BALANCEADOS;3.0;1.18;1.0;1;1;0
10120;PRO PLAN CAN VIAS URINARIAS X2 KG;BALANCEADOS;0.0;0.04;1.0;1;1;1
10121;PRO PLAN CAN MOVILIDAD ARTICULAR X2 KG;BALANCEADOS;0.0;0.0;0.0;1;1;0
10123;PRO PLAN CAT NEFROLOGICO RENAL ADVANCED X 1.5 KG;BALANCEADOS;3.0;1.08;1.0;4;1;0
10124;PRO PLAN CAT NEFROLOGICO EARLY/RENAL X 1.5 KG;BALANCEADOS;0.0;0.0;0.0;1;1;0
